@relation Pioneer

@attribute TIME_SECS numeric
@attribute BATTERY_LEVEL numeric
@attribute SONAR_0 numeric
@attribute SONAR_1 numeric
@attribute SONAR_2 numeric
@attribute SONAR_3 numeric
@attribute SONAR_4 numeric
@attribute SONAR_5 numeric
@attribute SONAR_6 numeric
@attribute HEADING numeric
@attribute R_WHEEL_VEL numeric
@attribute L_WHEEL_VEL numeric
@attribute TRANS_VEL numeric
@attribute ROT_VEL numeric
@attribute R_STALL {0.0,1.0}
@attribute L_STALL {0.0,1.0}
@attribute ROBOT_STATUS {2.0,3.0}
@attribute GRIP_STATE {0.0,1.0,2.0,5.0}
@attribute GRIP_FRONT_BEAM {0.0,1.0}
@attribute GRIP_REAR_BEAM {0.0,1.0}
@attribute GRIP_BUMPER {0.0,1.0}
@attribute VIS_A_Y numeric
@attribute VIS_A_H numeric
@attribute VIS_A_DIST numeric
@attribute VIS_A_X numeric
@attribute VIS_A_W numeric
@attribute VIS_A_AREA numeric
@attribute VIS_B_AREA numeric
@attribute VIS_B_DIST numeric
@attribute VIS_B_X numeric
@attribute VIS_B_Y numeric
@attribute VIS_B_H numeric
@attribute VIS_B_W numeric
@attribute VIS_C_DIST numeric
@attribute VIS_C_X numeric
@attribute VIS_C_Y numeric
@attribute CLASS {o-3.0s-turn100-cRIGHT,o-1.0s-turn100-aLEFT,u-4.0s-turn-100,o-3.0s-turn-100,o-3.0s-turn100-aGRIPPER,u-3.0s-turn100-c.D,u-3.6s-turn-100-a.D-c.D,o-2.8s-turn100,u-3.4s-turn-100-aLEFT.V,u-4.0s-turn100,o-2.1s-turn-100-aCENTER.V,u-1.2s-turn100,u-4.2s-turn100-a.D-c.D,u-1.2s-turn-100,o-3.2s-turn-100-c.D,u-3.5s-retr-250-cAHEAD,u-2.0s-retr-100-cAHEAD,o-3.5s-move100-aAHEAD-cLEFT,u-3.5s-move100-aRIGHT-cLEFT,o-3.5s-move250-cAHEAD,u-5.0s-move100-cAHEAD.P,u-3.0s-move250-aAHEAD,u-3.5s-move250-aAHEAD.P,o-2.5s-move250-aAHEAD-cAHEAD.P,u-3.0s-move250-aAHEAD.P-cAHEAD.P,o-3.3s-move250-cAHEAD.P,o-3.5s-move100-aAHEAD,u-3.0s-retr-250-aLEFT.D,o-3.3s-move250-aAHEAD.P,u-2.4s-move250-aRIGHT.P,u-4.0s-move250-cAHEAD.P,o-3.0s-move250-aRIGHT.V-cAHEAD,u-2.0s-move250-aLEFT.V,u-3.5s-retr-100-aLEFT-cRIGHT.D,u-3.0s-move250-cAHEAD.P,o-3.0s-retr-100,u-2.0s-retr-250,u-2.1s-move100-cLEFT.P,u-3.5s-move100-aAHEAD.P,u-3.0s-retr-100-aLEFT.D-cRIGHT.D,u-2.0s-move100,u-3.5s-retr-100-aRIGHT.D,u-3.0s-move250-aAHEAD.P,o-2.9s-move250-cAHEAD.P,u-3.0s-move250-cAHEAD,u-3.0s-move250-aLEFT-cAHEAD.P,o-2.0s-move250-aAHEAD.P,u-3.5s-move250-aLEFT.V,u-3.6s-move100-aAHEAD-cAHEAD.P,o-2.5s-move250-aAHEAD-cLEFT.V,gripper-UP[DOWN]--cAHEAD,gripper-UP[DOWN]-,gripper-DOWN[UP]--aAHEAD,gripper-UP[DOWN]--aAHEAD,gripper-DOWN[UP]--cAHEAD,gripper-UP[DOWN]--aAHEAD-cAHEAD,gripper-DOWN[UP]-}

@data
1620.9,11.8,234.1,1685.0,5201.0,5201.0,2104.0,5201.0,638.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,7.0,0.0,153.2,-10.0,238.0,8.0,2.0,1165.7,-70.0,66.0,o-3.0s-turn100-cRIGHT
1621.0,11.8,234.1,1685.0,5201.0,5201.0,2104.0,5201.0,638.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,11.0,8.0,1165.7,-74.0,63.0,o-3.0s-turn100-cRIGHT
1621.1,11.8,234.1,1685.0,5201.0,5201.0,2104.0,5201.0,638.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,14.0,7.0,1409.7,-63.0,56.0,o-3.0s-turn100-cRIGHT
1621.2,11.8,234.1,1685.0,5201.0,5201.0,2104.0,5201.0,638.0,1369.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,15.0,7.0,1302.9,-62.0,59.0,o-3.0s-turn100-cRIGHT
1621.3,11.8,234.1,1685.0,5201.0,5201.0,2104.0,5201.0,638.0,1369.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,22.0,6.0,1390.9,-66.0,57.0,o-3.0s-turn100-cRIGHT
1621.4,11.8,234.1,1685.0,5201.0,5201.0,2104.0,5201.0,638.0,1369.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,11.0,11.0,1027.4,-65.0,67.0,o-3.0s-turn100-cRIGHT
1621.5,11.8,234.1,1685.0,5201.0,5201.0,2104.0,5201.0,638.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,23.0,10.0,1390.9,-66.0,55.0,o-3.0s-turn100-cRIGHT
1621.6,11.8,234.1,1685.0,5201.0,5201.0,2104.0,5201.0,638.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,18.0,8.0,1138.4,-72.0,64.0,o-3.0s-turn100-cRIGHT
1621.7,11.8,234.1,1685.0,5201.0,5201.0,2104.0,5201.0,638.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,8.0,2.0,1354.6,-76.0,60.0,o-3.0s-turn100-cRIGHT
1621.8,11.8,234.1,1685.0,5201.0,5201.0,2104.0,5201.0,637.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,9.0,1.0,1722.4,-66.0,52.0,o-3.0s-turn100-cRIGHT
1621.9,11.8,234.1,1685.0,5201.0,5201.0,2104.0,5201.0,637.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,16.0,7.0,1448.4,-66.0,55.0,o-3.0s-turn100-cRIGHT
1622.0,11.8,234.8,1685.0,5201.0,5201.0,2104.0,5201.0,637.0,1376.0,-40.5,15.2,-12.7,5.3,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,5.0,2.0,1646.4,-63.0,53.0,o-3.0s-turn100-cRIGHT
1622.1,11.8,234.8,1685.0,5201.0,5201.0,2100.0,2799.0,636.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,14.0,8.0,1254.4,-61.0,60.0,o-3.0s-turn100-cRIGHT
1622.2,11.8,234.8,1685.0,3085.0,2728.0,2100.0,2799.0,636.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,5.0,1.0,340.6,-45.0,144.0,o-3.0s-turn100-cRIGHT
1622.3,11.8,234.8,1680.0,3085.0,2728.0,2100.0,2799.0,638.0,1374.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,7.0,1.0,1208.7,-64.0,65.0,o-3.0s-turn100-cRIGHT
1622.4,11.3,234.8,1680.0,3085.0,2728.0,2094.0,2412.0,638.0,1374.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,8.0,0.0,1696.5,-66.0,53.0,o-3.0s-turn100-cRIGHT
1622.5,11.3,234.8,1679.0,2227.0,2549.0,2094.0,2412.0,638.0,1374.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,15.0,2.0,1428.8,-62.0,58.0,o-3.0s-turn100-cRIGHT
1622.6,11.3,234.8,1679.0,2227.0,2549.0,2094.0,2412.0,638.0,1377.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,11.0,0.0,1428.8,-64.0,59.0,o-3.0s-turn100-cRIGHT
1622.7,11.3,234.8,1679.0,2227.0,2569.0,2090.0,2390.0,638.0,1377.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,12.0,5.0,1409.7,-62.0,57.0,o-3.0s-turn100-cRIGHT
1622.8,11.3,234.8,1680.0,2364.0,2569.0,2090.0,2390.0,638.0,1377.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,5.0,0.0,1223.6,-72.0,65.0,o-3.0s-turn100-cRIGHT
1622.9,11.3,234.8,1680.0,2364.0,2569.0,2090.0,2423.0,636.0,1374.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,4.0,0.0,237.5,108.0,181.0,12.0,6.0,1390.9,-61.0,57.0,o-3.0s-turn100-cRIGHT
1623.0,11.3,234.8,1680.0,2364.0,2557.0,2090.0,2423.0,636.0,1374.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,6.0,0.0,1646.4,-65.0,54.0,o-3.0s-turn100-cRIGHT
1623.1,11.3,234.8,1680.0,2382.0,2557.0,2090.0,2423.0,636.0,1375.0,-2.5,0.0,-1.3,0.2,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,8.0,1.0,1671.2,-66.0,53.0,o-3.0s-turn100-cRIGHT
1623.2,11.3,234.8,1680.0,2382.0,2557.0,2090.0,2431.0,638.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,5.0,0.0,1223.6,-65.0,65.0,o-3.0s-turn100-cRIGHT
1623.3,11.3,234.8,1680.0,2235.0,2521.0,2094.0,2431.0,638.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,18.0,6.0,1428.8,-64.0,56.0,o-3.0s-turn100-cRIGHT
1623.4,11.6,234.8,1679.0,2235.0,2521.0,2094.0,2431.0,638.0,1377.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,7.0,1.0,1671.2,-64.0,53.0,o-3.0s-turn100-cRIGHT
1623.5,11.6,234.8,1679.0,2235.0,2521.0,2101.0,2530.0,638.0,1377.0,0.0,2.5,1.3,0.2,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,15.0,2.0,1428.8,-61.0,58.0,o-3.0s-turn100-cRIGHT
1623.6,11.6,234.5,1679.0,2149.0,2390.0,2101.0,2530.0,638.0,1377.0,70.9,-55.7,7.6,-12.1,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,12.0,7.0,1409.7,-63.0,56.0,o-3.0s-turn100-cRIGHT
1623.7,11.6,234.1,1684.0,2149.0,2390.0,2101.0,2530.0,638.0,1375.0,2.5,0.0,1.3,-0.2,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,10.0,2.0,1646.4,-68.0,53.0,o-3.0s-turn100-cRIGHT
1623.8,11.6,234.1,1684.0,2149.0,2390.0,2105.0,5201.0,638.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,8.0,1.0,1372.6,-76.0,60.0,o-3.0s-turn100-cRIGHT
1623.9,11.6,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,14.0,2.0,1194.1,-67.0,65.0,o-3.0s-turn100-cRIGHT
1624.0,11.6,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,5.0,0.0,512.1,40.0,112.0,8.0,1.0,1337.0,-76.0,61.0,o-3.0s-turn100-cRIGHT
1624.1,11.6,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,11.0,6.0,1165.7,-73.0,64.0,o-3.0s-turn100-cRIGHT
1624.2,11.6,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,12.0,6.0,1223.6,-74.0,62.0,o-3.0s-turn100-cRIGHT
1624.3,11.6,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,17.0,6.0,1428.8,-66.0,56.0,o-3.0s-turn100-cRIGHT
1624.4,11.8,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,10.0,13.0,1151.9,-72.0,61.0,o-3.0s-turn100-cRIGHT
1624.5,11.8,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,9.0,6.0,1165.7,-73.0,64.0,o-3.0s-turn100-cRIGHT
1624.6,11.8,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,13.0,8.0,1428.8,-66.0,55.0,o-3.0s-turn100-cRIGHT
1624.7,11.8,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,8.0,8.0,1165.7,-73.0,63.0,o-3.0s-turn100-cRIGHT
1624.8,11.8,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,5.0,1.0,461.6,-103.0,119.0,18.0,5.0,1179.7,-71.0,64.0,o-3.0s-turn100-cRIGHT
1624.9,11.8,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,4.0,0.0,375.3,68.0,136.0,11.0,2.0,1194.1,-68.0,65.0,o-3.0s-turn100-cRIGHT
1625.0,11.8,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,4.0,0.0,235.4,-100.0,182.0,11.0,6.0,1194.1,-75.0,63.0,o-3.0s-turn100-cRIGHT
1625.1,11.8,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,15.0,6.0,1428.8,-65.0,56.0,o-3.0s-turn100-cRIGHT
1625.2,11.8,234.1,1685.0,5201.0,5201.0,2105.0,5201.0,638.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,140.0,0.0,0.0,0.0,10000.0,140.0,0.0,12.0,7.0,1179.7,-74.0,63.0,o-3.0s-turn100-cRIGHT
